datetime,adj_close,close,high,low,open,volume,symbol
2026-09-01 13:33:00+05:30,1302.4000244140625,1302.4000244140625,1302.5999755859375,1302.300048828125,1302.5,15852,RELIANCE
2026-09-01 13:34:00+05:30,1302.0,1302.0,1302.5,1301.5999755859375,1302.4000244140625,17371,RELIANCE
2026-09-01 13:35:00+05:30,1302.300048828125,1302.300048828125,1302.4000244140625,1301.9000244140625,1302.0,21084,RELIANCE
2026-09-01 13:36:00+05:30,1301.800048828125,1301.800048828125,1302.4000244140625,1301.5999755859375,1302.4000244140625,31144,RELIANCE
2026-09-01 13:37:00+05:30,1301.699951171875,1301.699951171875,1301.800048828125,1301.300048828125,1301.800048828125,18468,RELIANCE
2026-09-01 13:38:00+05:30,1301.5,1301.5,1301.699951171875,1301.199951171875,1301.699951171875,13828,RELIANCE
2026-09-01 13:39:00+05:30,1302.9000244140625,1302.9000244140625,1302.9000244140625,1301.300048828125,1301.5,58142,RELIANCE
2026-09-01 13:40:00+05:30,1301.800048828125,1301.800048828125,1303.0999755859375,1301.800048828125,1302.9000244140625,11993,RELIANCE
2026-09-01 13:41:00+05:30,1301.699951171875,1301.699951171875,1302.0,1301.5,1302.0,6682,RELIANCE
2026-09-01 13:42:00+05:30,1302.0,1302.0,1302.0,1301.199951171875,1301.699951171875,31349,RELIANCE
2026-09-01 13:43:00+05:30,1302.699951171875,1302.699951171875,1302.699951171875,1301.699951171875,1302.0,13051,RELIANCE
2026-09-01 13:44:00+05:30,1302.9000244140625,1302.9000244140625,1303.4000244140625,1302.300048828125,1302.699951171875,33864,RELIANCE
2026-09-01 13:45:00+05:30,1303.0999755859375,1303.0999755859375,1303.0999755859375,1301.5999755859375,1302.699951171875,31802,RELIANCE
2026-09-01 13:46:00+05:30,1302.9000244140625,1302.9000244140625,1303.0999755859375,1302.4000244140625,1303.0999755859375,8698,RELIANCE
2026-09-01 13:47:00+05:30,1302.4000244140625,1302.4000244140625,1303.0,1302.0,1303.0,6809,RELIANCE
2026-09-01 13:48:00+05:30,1302.4000244140625,1302.4000244140625,1302.5,1302.0,1302.4000244140625,5300,RELIANCE
2026-09-01 13:49:00+05:30,1302.0,1302.0,1302.5,1301.9000244140625,1302.5,10814,RELIANCE
2026-09-01 13:50:00+05:30,1301.5,1301.5,1302.0999755859375,1301.5,1302.0,14939,RELIANCE
